OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
479801,516467,SFO-LA0408-86415,NONFED,ST-NASF,ST/C&L,USLALAS,"Louisiana Office of Forestry",LALA1,"LAS District 1",,,,,,,,,,2008,2454587.5,122,,5.0,"Debris Burning",,,,2.9,B,30.48288,-90.38422,14.0,"MISSING/NOT SPECIFIED",LA,Tangipahoa,105,Tangipahoa,""
1173935,1425053,MSHIST_18031,NONFED,ST-MSMSS,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMSS,"Mississippi Forestry Commission",,1,,,,,,,,1999,2451484.5,306,1448,7.0,Arson,2451484.5,306,1622,4.0,B,31.48824193,-90.7769797,14.0,"MISSING/NOT SPECIFIED",MS,Franklin,037,Franklin,""
506064,543984,SFO-MN0349-926500,NONFED,ST-NASF,ST/C&L,USMNMNS,"Minnesota Department of Natural Resources",MNMNS,"Minnesota Department of Natural Resources",,,,,,,,,,2000,2451607.5,64,,5.0,"Debris Burning",,,,0.1,A,46.14131537,-92.80120397,14.0,"MISSING/NOT SPECIFIED",MN,Pine,115,Pine,""
779526,883465,SCHMIDT_40008818,NONFED,ST-OKOKS,ST/C&L,USOKOKS,"Oklahoma Division of Forestry",OKOKS,"Oklahoma Division of Forestry",,,,,,,,,,1993,2449060.5,73,1210,13.0,Missing/Undefined,2449060.5,73,1245,0.4,B,34.93539778,-95.58609767,14.0,"MISSING/NOT SPECIFIED",OK,Pittsburg,121,Pittsburg,""
1839929,300263583,SFO-2015KS00005113,NONFED,ST-NASF,ST/C&L,USKSKSS,"Kansas State Forestry",KSKSS,"Kansas State Forestry (PBC Area)",,5113,,12,,,,,,2015,2457089.5,67,1832,9.0,Miscellaneous,2457089.5,67,2015,25.0,C,39.77,-96.08,14.0,"MISSING/NOT SPECIFIED",KS,Nemaha,131,Nemaha,""
537385,577937,SFO-NE0320-9971,NONFED,ST-NASF,ST/C&L,USNENES,"Nebraska Department of Forestry",NENES,"Nebraska Dept of Forestry (GPC Area)",,,,,,,,,,2007,2454168.5,68,,9.0,Miscellaneous,,,,0.5,B,41.01177,-99.0996,14.0,"MISSING/NOT SPECIFIED",NE,,,,""
1334530,1813541,SFO-NY-NY5222-2004-4001058,NONFED,ST-NASF,ST/C&L,USNYNYX,"Fire Department of New York",NY5222,"Fire Department of New York",,NY5222-2004-4001058,,,,,,,,2004,2453183.5,179,1120,9.0,Miscellaneous,2453183.5,179,1120,0.1,A,40.87101902,-72.99588995,14.0,"MISSING/NOT SPECIFIED",NY,SUFFOLK,103,Suffolk,""
741164,840519,SC_18248,NONFED,ST-SCSCS,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,,,,,,,,,1993,2449106.5,119,,13.0,Missing/Undefined,2449106.5,119,,20.0,C,33.4125,-80.02916667,14.0,"MISSING/NOT SPECIFIED",SC,8,015,Berkeley,""
364327,375234,FWS-2000OKWMR2732,FED,FWS-FMIS,FWS,USOKWMR,"Wichita Mountains National Wildlife Refuge",OKWMR,"Wichita Mountains National Wildlife Refuge",,,2732,BIG4-L,OK-WMR-00062,"WICHITA MTN.'S COMPLEX",,,"WICHITA MOUNTAINS COMPLEX",2000,2451799.5,256,1600,1.0,Lightning,2451799.5,256,2130,5.0,B,34.753,-98.7561,4.0,FWS,OK,,,,""
88051,89033,FS-313855,FED,FS-FIRESTAT,FS,USMTLNF,"Lolo National Forest",0116,"Lolo National Forest",28,,,"FLAT CR #2",,,,,,1996,2450279.5,197,1930,4.0,Campfire,2450279.5,197,2030,0.1,A,47.21666667,-114.88833333,5.0,USFS,MT,,,,""
1062985,1275387,FS-1432276,FED,FS-FIRESTAT,FS,USCABDF,"San Bernardino National Forest",0512,"San Bernardino National Forest",104,023,BE0N,"TRAM 2",,,,,,2005,2453589.5,219,1517,1.0,Lightning,2453589.5,219,2200,0.1,A,33.78666667,-116.67,13.0,"STATE OR PRIVATE",CA,,,,""
1097731,1336722,"CDF_2003_53_2212_004581      ",NONFED,ST-CACDF,ST/C&L,USCAMEU,"Mendocino Unit",CAMEU,"Mendocino Unit",,"004581      ",,"GEYSERS                  ",,,,,,2003,2452814.5,175,,2.0,"Equipment Use",,,,2.0,B,38.92305555,-123.05388888,14.0,"MISSING/NOT SPECIFIED",CA,,,,""
954886,1083019,TFS_FL_28175,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS17,"FLS Caloosahatchee Forestry Center",,0213,,,,,,,,1995,2449906.5,189,,1.0,Lightning,,,,2.0,B,26.56,-81.6,14.0,"MISSING/NOT SPECIFIED",FL,Lee,071,Lee,""
1020277,1149822,TFS_NC_198801,NONFED,ST-NCNCS,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS210,"NCS Region 2 District 10",,96-034,,"STONE CREEK FIRE",,,,,,1996,2450166.5,84,,8.0,Children,,,,0.3,B,36.0983,-80.3883,14.0,"MISSING/NOT SPECIFIED",NC,,,,""
33762,33929,FS-1474780,FED,FS-FIRESTAT,FS,USMOMTF,"Mark Twain National Forest",0905,"Mark Twain National Forest",45,MO-MTF-045,EK3E,"MILL CREEK",,,,,,2008,2454791.5,326,1600,7.0,Arson,2454792.5,327,1830,8.0,B,37.44861111,-92.25305556,5.0,USFS,MO,229,229,Wright,""
557695,599561,SFO-NJ0411-08_B012901,NONFED,ST-NASF,ST/C&L,USNJNJS,"New Jersey Forest Fire Service",NJNJB,"New Jersey Forest Fire Service Division B",,B012901,,,,,,,,2008,2454494.5,29,,4.0,Campfire,,,,0.25,A,40.394,-74.3167,14.0,"MISSING/NOT SPECIFIED",NJ,Middlesex,023,Middlesex,""
1277740,1727103,SFO-NH-1994-293,NONFED,ST-NASF,ST/C&L,USNHNHS,"New Hampshire Division of Forest and Lands",NHDFL,"New Hampshire Division of Forest and Lands",,1994-293,,,,,,,,1994,2449522.5,170,,8.0,Children,,,,0.5,B,43.7356251,-71.1506287,14.0,"MISSING/NOT SPECIFIED",NH,Carroll,003,Carroll,""
1726007,300004157,FS-1527566,FED,FS-FIRESTAT,FS,USCASRF,"Six Rivers National Forest",0510,"Six Rivers National Forest",019,4,H66T,MAD,,,,,,2014,2456839.5,182,1848,9.0,Miscellaneous,2456839.5,182,1855,0.1,A,40.46416667,-123.50416667,13.0,"STATE OR PRIVATE",CA,Trinity,105,Trinity,""
957348,1085530,TFS_FL_30929,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS18,"FLS Everglades District",,0244,,,,,,,,1998,2451026.5,213,,1.0,Lightning,,,,50.0,C,26.02,-80.58,14.0,"MISSING/NOT SPECIFIED",FL,Broward,011,Broward,""
369058,380751,FWS-2005CALURBWC9,FED,FWS-FMIS,FWS,USCALUR,"San Luis National Wildlife Refuge",CALUR,"San Luis National Wildlife Refuge",,,BWC9,ACCESS,,,,,,2005,2453547.5,177,1030,9.0,Miscellaneous,2453547.5,177,1200,1.0,B,37.19111111,-120.82388889,4.0,FWS,CA,,,,""
1380871,19076559,SFO-GA-LOW-93-1/26/1996-1345,NONFED,ST-GAGAS,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,93,,,,,,,,1996,2450108.5,26,1345,5.0,"Debris Burning",2450108.5,26,1440,5.33,B,30.71,-83.359,8.0,PRIVATE,GA,"Lowndes             ",185,Lowndes,""
1624357,201659892,SFO-NY-2012-NY5911-2012-12262,NONFED,ST-NASF,ST/C&L,USNYNYX,"Fire Department of New York",NY5911,"Fire Department of New York",,NY5911-2012-12262,,,,,,,,2012,2456129.5,203,1347,9.0,Miscellaneous,2456129.5,203,,0.1,A,43.0554,-77.0676,14.0,"MISSING/NOT SPECIFIED",NY,WAYNE,117,Wayne,""
616180,664210,SFO-TX02230705-70188,NONFED,ST-NASF,ST/C&L,USTXWAS,"Texas Forest Service - Woodville Area",TXWAS,"Texas Forest Service - Woodville Area",,,,,,,,,,2005,2453393.5,23,,7.0,Arson,,,,40.0,C,30.96027998,-94.30139002,14.0,"MISSING/NOT SPECIFIED",TX,Tyler,457,Tyler,""
1612824,201640367,SFO-GA-2012-FY2013-Hancock-006,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2013-Hancock-006,,FY2013-HANCOCK-006,,,,,,2012,2456134.5,208,2110,5.0,"Debris Burning",2456134.5,208,2150,1.5,B,33.19270278,-83.08041111,8.0,PRIVATE,GA,Hancock,141,Hancock,""
562393,605129,SFO-NM01450606-07-60040025X,NONFED,ST-NASF,ST/C&L,USNMNMS,"New Mexico - State Forestry",NMNMS,"New Mexico - State Forestry",,60040025X,,,,,,,,2006,2453919.5,184,,1.0,Lightning,,,,0.5,B,36.1828,-106.9347,14.0,"MISSING/NOT SPECIFIED",NM,Sandoval,043,Sandoval,""
111103,112263,FS-337275,FED,FS-FIRESTAT,FS,USALALF,"National Forests in Alabama",0801,"National Forests in Alabama",46,,3265,"HOOK IN THE HEAD",,,,,,1998,2450905.5,92,1640,7.0,Arson,2450905.5,92,1800,0.5,B,33.28,-86.105,5.0,USFS,AL,,,,""
308934,315061,W-120484,FED,DOI-WFMI,BLM,USAZCRD,"Colorado River District",AZYUD,"Yuma Field Office",,,C946,"YUMA LAKES",,,,,,2003,2452902.5,263,1100,9.0,Miscellaneous,2452903.5,264,1100,1.0,B,32.7448,-114.4805,1.0,BLM,AZ,Yuma,027,Yuma,""
1252255,1655463,SFO-GA-FY2002-Carroll-013,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2002-Carroll-013,,FY2002-CARROLL-013,,,,,,2001,2452208.5,299,1543,5.0,"Debris Burning",2452208.5,299,1543,0.74,B,33.4702,-85.1415,8.0,PRIVATE,GA,Carroll,045,Carroll,""
410721,444586,SFO-FL052005-02-0133,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,02-0133,,,,,,,,2005,2453409.5,39,,5.0,"Debris Burning",,,,0.2,A,30.83971997,-85.64082998,14.0,"MISSING/NOT SPECIFIED",FL,Holmes,059,Holmes,""
1104652,1344852,"CDF_2002_54_2235_003869      ",NONFED,ST-CACDF,ST/C&L,USCAAEU,"Amador-El Dorado Unit",CAAEU,"Amador-El Dorado Unit",,"003869      ",,"MOSQUITO                 ",,,,,,2002,2452353.5,79,,5.0,"Debris Burning",,,,0.1,A,38.80194444,-120.73694444,14.0,"MISSING/NOT SPECIFIED",CA,,,,""
1791136,300202412,FS-6321348,FED,FS-FIRESTAT,FS,USCATNF,"Tahoe National Forest",0517,"Tahoe National Forest",027,YR-10,EK18,BOWMAN,,,,,,2015,2457206.5,184,0800,1.0,Lightning,2457208.5,186,1512,0.1,A,39.44166667,-120.63333333,5.0,USFS,CA,057,057,Nevada,""
1616952,201651585,SFO-NC-2012-NCST-002-20120022,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina State Division of Forest Resouces",,NCST-002-20120022,,"TRICK OR TREAT",,,,,,2012,2456230.5,304,2213,8.0,Children,2456230.5,304,2224,0.2,A,35.82336667,-81.30838333,8.0,PRIVATE,NC,Alexander,003,Alexander,""
549148,590568,SFO-NJ0285-94_C091601,NONFED,ST-NASF,ST/C&L,USNJNJS,"New Jersey Forest Fire Service",NJNJC,"New Jersey Forest Fire Service Division C",,C091601,,,,,,,,1994,2449611.5,259,,7.0,Arson,,,,0.25,A,39.5625,-74.775,14.0,"MISSING/NOT SPECIFIED",NJ,Atlantic,001,Atlantic,""
987357,1116250,TFS_FL_75599,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS12,"FLS Orlando District",,0066,,,,,,,,2000,2451658.5,115,,2.0,"Equipment Use",,,,0.3,B,28.56,-81.3,14.0,"MISSING/NOT SPECIFIED",FL,Orange,095,Orange,""
1430203,19901724,AL-CV-1994-26-005,NONFED,ST-ALALS,ST/C&L,USALALS,"Alabama Forestry Commission",ALALS,"Alabama Forestry Commission",,005,,,,,,,,1994,2449378.5,26,1750,5.0,"Debris Burning",,,,9.2,B,31.38627,-86.65827,14.0,"MISSING/NOT SPECIFIED",AL,CV,039,Covington,""
1553618,201411028,TFS-TXFD2011-395815,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXSFD,"Wichita Falls Fire Dept",,395815,,"3550 WELLINGTON LN",,,,,,2011,2455662.5,101,,5.0,"Debris Burning",,,,10.0,C,33.9546874,-98.5729274,13.0,"STATE OR PRIVATE",TX,Wichita,485,Wichita,""
1594762,201612865,SFO-MN-2012-2012121001,NONFED,ST-NASF,ST/C&L,USMNMNS,"Minnesota Department of Natural Resources",MNDNR,"Minnesota Department of Natural Resources",,2012121001,,,,,,,,2012,2456001.5,75,1530,5.0,"Debris Burning",2456001.5,75,1632,5.0,B,48.84623144,-95.87454249,8.0,PRIVATE,MN,Roseau,135,Roseau,""
459390,493715,SFO-GA0456-36-175-0194-03,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA McRae","GAS Ogeechee District, McRae Office",,,,,,,,,,2009,2454912.5,81,,7.0,Arson,,,,0.44,B,32.49807088,-82.98819348,14.0,"MISSING/NOT SPECIFIED",GA,Laurens,175,Laurens,""
1066397,1301360,"CDF_2001_56_2229_002518      ",NONFED,ST-CACDF,ST/C&L,USCABEU,"San Benito-Monterey Unit",CABEU,"CDF - San Benito-Monterey Unit",,"002518      ",,"GRANITE QUARRY           ",,,,,,2001,2452094.5,185,,9.0,Miscellaneous,,,,1.5,B,36.875,-121.62694444,14.0,"MISSING/NOT SPECIFIED",CA,,,,""
380111,402039,SFO-AK0369-97_11414,NONFED,ST-NASF,ST/C&L,USAKFAS,"Fairbanks Area Forestry",AKFAS,"Fairbanks Area Forestry",,,,,,,,,,1997,2450626.5,178,,11.0,Powerline,,,,0.1,A,64.94498,-147.5751,14.0,"MISSING/NOT SPECIFIED",AK,,,,""
799590,905914,STATE_KY_11463,NONFED,ST-KYKYS,ST/C&L,USKYKYS,"Kentucky Division of Forestry",KYKYS1,"KYS Bluegrass District",,97-900,,,,,,,,1997,2450497.5,49,,5.0,"Debris Burning",,,,40.0,C,38.2528,-82.8864,14.0,"MISSING/NOT SPECIFIED",KY,,,,""
1186886,1438937,SFO-2010-SCSCS10NF0287,NONFED,ST-NASF,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,,,,,,,,,2010,2455318.5,122,,2.0,"Equipment Use",,,,0.5,B,33.860325,-82.280258,14.0,"MISSING/NOT SPECIFIED",SC,"McCormick County",065,McCormick,""
1570773,201437145,FS-1503413,FED,FS-FIRESTAT,FS,USMIHMF,"Huron-Manistee National Forest",0904,"Huron-Manistee National Forest",111,120111,GU32,"LITTLE GREEN APPLES",,,,,,2012,2456064.5,138,1545,5.0,"Debris Burning",2456064.5,138,1602,0.1,A,43.89388889,-85.87194444,13.0,"STATE OR PRIVATE",MI,085,085,Lake,""
667892,730351,SFO-WA02330707-51547,NONFED,ST-NASF,ST/C&L,USWAWAS,"Washington State Headquarters",WAWAS,"Washington State Headquarters",,,,,,,,,,2007,2454267.5,167,,6.0,Railroad,,,,0.25,A,45.73173,-121.5177,14.0,"MISSING/NOT SPECIFIED",WA,Klickitat,039,Klickitat,""
1668908,201831020,SFO-2013NJDEPA102502,NONFED,ST-NASF,ST/C&L,USNJNJS,"New Jersey Forest Fire Service",NJDEP,"New Jersey Department of Environmental Protection",,A102502,,,,,,,,2013,2456590.5,298,1755,9.0,Miscellaneous,2456593.5,301,,0.25,A,41.1543,-74.7726,8.0,PRIVATE,NJ,Sussex,037,Sussex,""
1392773,19088629,SFO-GA-JEF-14-11/28/1997-1410,NONFED,ST-GAGAS,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,14,,,,,,,,1997,2450780.5,332,1410,9.0,Miscellaneous,2450780.5,332,1546,1.3,B,33.058,-82.2965,8.0,PRIVATE,GA,"Jefferson           ",163,Jefferson,""
1422750,19501522,SFO-LA-2010-102,NONFED,ST-LALAS,ST/C&L,USLALAS,"Louisiana Office of Forestry",LALAS,"Louisiana Office of Forestry",,,,,,,,,,2010,2455247.5,51,1210,2.0,"Equipment Use",,,,0.2,A,30.91367,-90.68346,14.0,"MISSING/NOT SPECIFIED",LA,,,,""
1445542,19968086,WI-42160052001,NONFED,ST-WIWIS,ST/C&L,USWIWIS,"Wisconsin Department of Natural Resources","Dispatch Group 42","Waupaca District",,5,,,,,,,,2001,2451995.5,86,,5.0,"Debris Burning",,,,0.25,A,44.357351,-89.171121,14.0,"MISSING/NOT SPECIFIED",WI,69,135,Waupaca,""
1148220,1399078,ALS-SWR-20090213-001,NONFED,ST-ALALS,ST/C&L,USALALS,"Alabama Forestry Commission",ALSWR,"AFC Southwestern Region",001,SWR-20090213-001,,,,,,,,2009,2454875.5,44,0847,4.0,Campfire,2454875.5,44,1045,12.5,C,31.779503,-87.355776,14.0,"MISSING/NOT SPECIFIED",AL,Monroe,099,Monroe,""
1244472,1647602,SFO-GA-FY2001-Coweta-039,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2001-Coweta-039,,FY2001-COWETA-039,,,,,,2001,2451976.5,67,1918,5.0,"Debris Burning",2451976.5,67,1918,0.2,A,33.2987,-84.6077,8.0,PRIVATE,GA,Coweta,077,Coweta,""
479266,515914,SFO-LA0408-85748,NONFED,ST-NASF,ST/C&L,USLALAS,"Louisiana Office of Forestry",LALA4,"LAS District 4",,,,,,,,,,2008,2454506.5,41,,5.0,"Debris Burning",,,,2.0,B,32.36111,-93.35833,14.0,"MISSING/NOT SPECIFIED",LA,Bienville,013,Bienville,""
951756,1079783,ODF-85877,NONFED,ST-ORORS,ST/C&L,USOR772S,"Sweet Home Unit - ODF",ORODF-772,"Sweet Home Unit",116,85877,,FITZWATER,,,,,,2009,2455114.5,283,,5.0,"Debris Burning",2455114.5,283,,0.25,A,44.51972,-122.74639,8.0,PRIVATE,OR,22,043,Linn,""
1699737,201917676,SFO-2011ME_MES11210053,NONFED,ST-NASF,ST/C&L,USMEMES,"Maine Forest Service",ME_MES,"Maine Forest Service",,11210053,,,,,,,,2011,2455715.5,154,1300,2.0,"Equipment Use",2455715.5,154,1320,0.1,A,44.207444,-70.513917,14.0,"MISSING/NOT SPECIFIED",ME,OXFORD,017,Oxford,""
1532915,201388272,TFS-TXFD2009-244138,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXVFD,"Huckabay VFD",,244138,,3025,,,,,,2009,2454909.5,78,,5.0,"Debris Burning",,,,2.0,B,32.2899088,-98.27848809,13.0,"STATE OR PRIVATE",TX,Erath,143,Erath,""
8353,8394,FS-1434812,FED,FS-FIRESTAT,FS,USCAPNF,"Plumas National Forest",0511,"Plumas National Forest",44,PNF-375,B6UW,PLEASANT,,,,,,2006,2453912.5,177,1606,1.0,Lightning,2453913.5,178,0900,0.1,A,39.93777778,-121.18138889,5.0,USFS,CA,63,063,Plumas,""
118532,119727,FS-344766,FED,FS-FIRESTAT,FS,USKYDBF,"Daniel Boone National Forest",0802,"Daniel Boone National Forest",111,,4755,"FARMERS RIDGE #1",,,,,,1999,2451422.5,244,1900,7.0,Arson,2451424.5,246,2100,2.0,B,37.5025,-83.8675,5.0,USFS,KY,189,189,Owsley,""
522350,562536,SFO-NC0395-00176,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina Division of Forest Resources",,,,,,,,,,2007,2454408.5,308,,13.0,Missing/Undefined,,,,5.0,B,34.95404,-79.93902,14.0,"MISSING/NOT SPECIFIED",NC,Anson,007,Anson,""
206014,208755,W-422016,FED,DOI-WFMI,BIA,USAZSCA,"San Carlos Agency",AZSCA,"San Carlos Agency",290,,,MIDDLE,,,,,,1992,2448777.5,156,1535,1.0,Lightning,2448777.5,156,1830,1.0,B,33.4834,-109.584,2.0,BIA,AZ,,,,""
452827,487112,SFO-GA0403-34-071-0022-02,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA Camilla","GAS Flint District, Camilla Office",,,,,,,,,,2008,2454507.5,42,,5.0,"Debris Burning",,,,0.03,A,31.26305029,-83.56311231,14.0,"MISSING/NOT SPECIFIED",GA,Colquitt,071,Colquitt,""
1168257,1419343,MSARCH_38706,NONFED,ST-MSMSS,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMSS,"Mississippi Forestry Commission",,4,,,,,,,,1998,2450875.5,62,1148,7.0,Arson,2450875.5,62,1312,17.0,C,31.01860449,-89.49135872,14.0,"MISSING/NOT SPECIFIED",MS,Lamar,073,Lamar,""
888577,1014017,SWRA_LA_16256,NONFED,ST-LALAS,ST/C&L,USLALAS,"Louisiana Office of Forestry",LALAS1,"LAS District 1",,LA1-H4,,,,,,,,1999,2451199.5,21,,9.0,Miscellaneous,,,,3.0,B,30.7514,-90.2025,14.0,"MISSING/NOT SPECIFIED",LA,,,,""
446654,480871,SFO-GA0261-36-235-0094-05,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA McRae","GAS Ogeechee District, McRae Office",,,,,,,,,,2007,2454246.5,146,,2.0,"Equipment Use",,,,0.81,B,32.2354786,-83.46811389,14.0,"MISSING/NOT SPECIFIED",GA,Pulaski,235,Pulaski,""
1259269,1662541,SFO-GA-FY2002-Toombs-018,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2002-Toombs-018,,FY2002-TOOMBS-018,,,,,,2001,2452222.5,313,1330,5.0,"Debris Burning",2452222.5,313,1330,1.95,B,31.9952,-82.337,8.0,PRIVATE,GA,Toombs,279,Toombs,""
1828531,300248167,SFO-2015MSMFC3140,NONFED,ST-NASF,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMFC,"Mississippi Forestry Commission",,3140,,866,,,,,,2015,2457311.5,289,1236,5.0,"Debris Burning",2457311.5,289,1352,2.0,B,31.48071156,-90.21672247,8.0,PRIVATE,MS,Lawrence,077,Lawrence,""
748085,847663,SC_28122,NONFED,ST-SCSCS,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,,,,,,,,,1992,2448664.5,43,,13.0,Missing/Undefined,2448664.5,43,,0.3,B,35.075,-81.6375,14.0,"MISSING/NOT SPECIFIED",SC,21,021,Cherokee,""
135006,136343,FS-362022,FED,FS-FIRESTAT,FS,USMSMNF,"National Forests in Mississippi",0807,"National Forests in Mississippi",54,,7000,"YEATON SPUR 3",,,,,,2000,2451596.5,53,1444,6.0,Railroad,2451598.5,55,0900,2.0,B,31.03888889,-89.2,5.0,USFS,MS,35,035,Forrest,""
1424037,19502824,SFO-LA-2010-1684,NONFED,ST-LALAS,ST/C&L,USLALAS,"Louisiana Office of Forestry",LALAS,"Louisiana Office of Forestry",,,,,,,,,,2010,2455475.5,279,1215,2.0,"Equipment Use",,,,0.1,A,32.60301,-92.69991,14.0,"MISSING/NOT SPECIFIED",LA,,,,""
749080,848780,ODF-59284,NONFED,ST-ORORS,ST/C&L,USOR530S,"Forest Grove District",ORODF-531,"Forest Grove District",052,59284,,"SKYLINE POWERLINE FIRE",,,,,,2000,2451784.5,241,,9.0,Miscellaneous,2451784.5,241,,0.75,B,45.68722,-122.9162,8.0,PRIVATE,OR,57,057,Tillamook,""
431749,465804,SFO-GA00770404-39-057-0036-03,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA Rome","GAS Coosa District, Rome Office",,,,,,,,,,2004,2453072.5,68,,9.0,Miscellaneous,,,,0.42,B,34.11751949,-84.39020606,14.0,"MISSING/NOT SPECIFIED",GA,Cherokee,057,Cherokee,""
1044032,1173883,TFS_NC_222933,NONFED,ST-NCNCS,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS210,"NCS Region 2 District 10",,01-041,,"SCHOOL OUT",,,,,,2001,2451978.5,69,,5.0,"Debris Burning",,,,2.0,B,36.15,-79.95,14.0,"MISSING/NOT SPECIFIED",NC,,,,""
1411322,19107362,SFO-GA-CRA-29-12/7/1993-1140,NONFED,ST-GAGAS,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,29,,,,,,,,1993,2449328.5,341,1140,9.0,Miscellaneous,2449328.5,341,1215,0.18,A,32.6814,-83.934,8.0,PRIVATE,GA,"Crawford            ",079,Crawford,""
740039,839329,SC_17049,NONFED,ST-SCSCS,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,,,,,,,,,1993,2449263.5,276,,13.0,Missing/Undefined,2449263.5,276,1024,0.2,A,34.77083333,-82.35833333,14.0,"MISSING/NOT SPECIFIED",SC,45,045,Greenville,""
235045,239207,W-19795,FED,DOI-WFMI,BLM,USUTCCD,"Cedar City Field Office",UTCCD,"Cedar City Field Office",,,W235,OAKCANYON,,,,,,1996,2450320.5,238,1900,1.0,Lightning,2450320.5,238,2100,0.1,A,37.13,-112.4044,1.0,BLM,UT,,,,""
1030394,1160058,TFS_NC_209062,NONFED,ST-NCNCS,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS312,"NCS Region 3 District 12",,98-018,,"ECKARD RD",,,,,,1998,2450899.5,86,,5.0,"Debris Burning",,,,0.2,A,35.785,-81.2083,14.0,"MISSING/NOT SPECIFIED",NC,,,,""
1563458,201422352,TFS-TXFD2011-369729,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXSFD,"Comal County ESD No. 3",,369729,,"HIDDEN PT FIRE",,,,,,2011,2455894.5,333,,5.0,"Debris Burning",,,,0.01,A,29.820299,-98.098336,13.0,"STATE OR PRIVATE",TX,Comal,091,Comal,""
1481566,201150202,2011FLFLS2011021125,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,2011021125,,"JOE DUGGER RD (66)",,,,,,2011,2455879.5,318,1220,9.0,Miscellaneous,2455879.5,318,1325,1.0,B,30.4821,-86.003,8.0,PRIVATE,FL,Walton,131,Walton,""
1370615,15041312,CTS-69-1999-3,NONFED,ST-CTCTS,ST/C&L,USCTCTS,"Connecticut Division of Forestry",CTCTS,"Connecticut Division of Forestry",,,,,,,,,,1999,2451330.5,152,1520,8.0,Children,,,,3.0,B,41.8387095,-71.8692383,14.0,"MISSING/NOT SPECIFIED",CT,Windham,015,Windham,""
